founded_at,funding_rounds,funding_total_usd,milestones,relationships,lat,lng,status
0.2548641911734009,-0.03620785598712496,-0.009644415907714202,-0.34212244609159453,-0.12040176940528056,-0.35622443473666865,0.47890959865199967,1
0.359829457518167,-0.03620785598712496,-0.009644415907714202,-0.34212244609159453,-0.026387035094626077,-0.8300938211893567,1.6099651961534924,1
0.359829457518167,-0.03620785598712496,-0.009644415907714202,-0.34212244609159453,-0.12040176940528056,-0.04932779534664523,-0.8374281038752284,1
0.359829457518167,-0.03620785598712496,-0.009644415907714202,-0.34212244609159453,-0.07339440224995332,-0.20153374344366587,-0.9831379540760359,1
0.2548641911734009,-0.03620785598712496,-0.5855039616919446,-0.34212244609159453,0.44368663645864626,0.07251272415048289,-1.0626247262869357,1
0.6747252565524652,-0.03620785598712496,-0.009644415907714202,-0.34212244609159453,-0.12040176940528056,0.7304839147470076,-1.0610541639625173,1
0.6747252565524652,-0.03620785598712496,-0.009644415907714202,-0.34212244609159453,-0.026387035094626077,0.07251272415048289,-1.0626247262869357,1
0.464794723862933,-0.03620785598712496,-0.009644415907714202,-0.34212244609159453,-0.12040176940528056,0.07251272415048289,-1.0626247262869357,1
0.7796905228972312,-0.03620785598712496,-0.009644415907714202,4.814783562452828,-0.07339440224995332,-0.02920251044480647,-0.5380587777321203,1
0.04493365848386877,-0.03620785598712496,-0.009644415907714202,-0.34212244609159453,-0.026387035094626077,0.311949996477927,-0.5872766734454017,1
-0.06003160786089729,-0.03620785598712496,-0.009644415907714202,-0.34212244609159453,-0.1674091365606078,-4.191484410678972,2.509803333458222,1
0.14989892482863484,-0.03620785598712496,-0.009644415907714202,-0.34212244609159453,-0.026387035094626077,-0.07616412475416705,-0.494546964607813,1
0.359829457518167,-0.03620785598712496,-0.009644415907714202,-0.34212244609159453,-0.1674091365606078,-0.05386476760434017,2.519257235770287,1
0.359829457518167,-0.03620785598712496,-0.009644415907714202,-0.34212244609159453,-0.026387035094626077,0.9242062946550058,0.676938511665702,1
0.2548641911734009,-0.03620785598712496,-0.009644415907714202,-0.34212244609159453,-0.026387035094626077,0.07251272415048289,-1.0626247262869357,1
