Unnamed: 0,status,founded_at,funding_rounds,funding_total_usd,milestones,relationships,lat,lng,isClosed,active_days,category_code_biotech,category_code_consulting,category_code_ecommerce,category_code_education,category_code_enterprise,category_code_games_video,category_code_hardware,category_code_mobile,category_code_network_hosting,category_code_other,category_code_public_relations,category_code_search,category_code_software,category_code_web,country_code_BRA,country_code_CAN,country_code_DEU,country_code_ESP,country_code_FRA,country_code_GBR,country_code_IND,country_code_IRL,country_code_ISR,country_code_NLD,country_code_USA,country_code_other
1385,1,1921,5.0,125371133.0,1.0,7.0,35.6894875,139.69170640000002,1,8395.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1394,1,2006,5.0,125371133.0,1.0,4.0,37.3860517,-122.0838511,1,3650.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1395,1,2008,5.0,125371133.0,1.0,2.0,52.5200066,13.404954,1,7665.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1405,1,2011,5.0,125371133.0,1.0,2.0,28.6139391,77.20902120000001,1,8760.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1409,1,2007,5.0,125371133.0,1.0,4.0,31.2000924,29.9187387,1,7665.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1410,1,2007,5.0,125371133.0,1.0,2.0,39.2903848,-76.6121893,1,6570.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1411,1,2011,5.0,125371133.0,1.0,2.0,45.8839029,4.8034679,1,3650.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1413,1,2007,5.0,125371133.0,1.0,4.0,34.2257255,-77.9447102,1,3650.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1414,1,2001,5.0,125371133.0,1.0,2.0,35.3387352,25.144212600000003,1,4015.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1418,1,2001,5.0,125371133.0,1.0,4.0,43.16103,-77.61092190000001,1,5110.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1426,4,2005,10.0,252303692.0,3.0,42.0,37.3541079,-121.9552356,1,4745.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1427,1,2005,6.0,73870000.0,1.0,17.0,42.3600825,-71.0588801,1,8395.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1429,1,2001,5.0,125371133.0,1.0,1.0,37.831316,-122.2852473,1,4380.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1430,1,2007,5.0,125371133.0,1.0,4.0,59.3293235,18.068580800000003,1,4745.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1439,2,1996,5.0,125371133.0,2.0,14.0,40.6460622,-111.4979729,0,5475.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1446,1,2007,5.0,125371133.0,1.0,4.0,37.7749295,-122.4194155,1,10585.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1449,1,1998,5.0,125371133.0,2.0,3.0,47.6101497,-122.2015159,1,5110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1451,1,2011,5.0,125371133.0,1.0,4.0,12.9715987,77.5945627,1,5840.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1452,1,2003,5.0,125371133.0,1.0,2.0,51.3216509,4.9375578,1,4745.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1454,1,1997,5.0,125371133.0,1.0,1.0,49.4521018,11.0766654,1,7665.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1459,1,2009,5.0,125371133.0,1.0,4.0,40.851774600000006,14.2681244,1,11680.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1468,1,2011,5.0,125371133.0,1.0,2.0,25.7616798,-80.1917902,1,3650.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1469,2,1980,5.0,125371133.0,3.0,103.0,38.9787544,-94.5673493,0,4745.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1470,1,2003,5.0,125371133.0,1.0,4.0,37.7749295,-122.4194155,1,6205.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1471,1,1994,5.0,125371133.0,1.0,4.0,35.99403289999999,-78.898619,1,5475.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1473,1,2010,5.0,125371133.0,1.0,2.0,53.34980529999999,-6.2603097000000005,1,5475.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1474,1,2008,5.0,125371133.0,1.0,5.0,-33.8688197,151.2092955,1,4745.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1477,1,2007,5.0,125371133.0,1.0,4.0,38.882334,-77.17109140000001,1,4745.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1482,3,2009,5.0,125371133.0,1.0,1.0,37.7749295,-122.4194155,0,4380.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1483,2,1999,5.0,125371133.0,1.0,4.0,51.7520209,-1.2577263,0,9490.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1486,1,2011,5.0,125371133.0,1.0,1.0,40.4406248,-79.9958864,1,6205.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1487,1,2009,5.0,125371133.0,1.0,4.0,38.9586307,-77.35700279999999,1,8030.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1492,1,2004,5.0,125371133.0,1.0,4.0,29.0729673,-110.9559192,1,4015.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1495,1,2008,5.0,125371133.0,1.0,2.0,18.4286115,-64.6184657,1,5475.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1497,1,2008,5.0,125371133.0,1.0,2.0,40.7127753,-74.0059728,1,5840.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1498,1,2005,5.0,125371133.0,1.0,2.0,45.0787251,-123.4859416,1,5475.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1504,1,2010,5.0,125371133.0,1.0,2.0,51.5073509,-0.1277583,1,4745.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1508,1,2006,5.0,125371133.0,1.0,4.0,43.660874,3.911453,1,3650.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1509,1,2005,5.0,125371133.0,1.0,1.0,48.7519112,-122.4786854,1,10950.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1517,1,2001,5.0,125371133.0,1.0,1.0,33.3942655,-104.5230242,1,3650.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1519,1,2010,5.0,125371133.0,2.0,7.0,3.139003,101.686855,1,7665.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1525,2,2006,4.0,108900000.0,2.0,28.0,37.7749295,-122.4194155,0,5475.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1526,1,1998,5.0,125371133.0,1.0,1.0,37.7749295,-122.4194155,1,5110.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1528,1,2007,5.0,125371133.0,1.0,4.0,37.4178246,-95.6825092,1,6935.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1531,1,2011,5.0,125371133.0,2.0,1.0,34.0928092,-118.3286614,1,5475.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1534,1,2006,5.0,125371133.0,1.0,4.0,22.572646,88.363895,1,4745.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1535,1,2001,5.0,125371133.0,1.0,4.0,40.7127753,-74.0059728,1,19710.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1536,1,1999,5.0,125371133.0,1.0,4.0,23.810332,90.4125181,1,9125.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1537,1,2002,5.0,125371133.0,2.0,2.0,52.63687779999999,-1.1397592,1,5840.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1542,1,2006,5.0,125371133.0,1.0,6.0,37.7749295,-122.4194155,1,3650.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1544,1,2005,5.0,125371133.0,1.0,5.0,48.856614,2.3522218999999995,1,5475.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1560,1,1991,5.0,125371133.0,1.0,4.0,45.5016889,-73.567256,1,6570.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1575,1,2002,5.0,125371133.0,1.0,2.0,37.7749295,-122.4194155,1,5110.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1578,1,2008,5.0,125371133.0,1.0,2.0,34.1489719,-118.451357,1,5110.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1579,1,2000,5.0,125371133.0,1.0,1.0,40.9634335,-72.18480090000001,1,3650.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1581,1,2004,5.0,125371133.0,1.0,2.0,39.0839973,-77.1527578,1,6570.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1582,1,2006,5.0,125371133.0,1.0,1.0,40.7127753,-74.0059728,1,5840.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1583,1,2004,5.0,125371133.0,1.0,1.0,51.04980870000001,-113.8233018,1,7665.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1586,1,2007,5.0,125371133.0,1.0,4.0,37.3382082,-121.88632859999998,1,5475.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1593,1,2005,5.0,125371133.0,1.0,3.0,37.7749295,-122.4194155,1,5110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1597,1,2004,5.0,125371133.0,1.0,4.0,56.6402225,47.883858,1,5110.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1598,1,1999,5.0,125371133.0,1.0,4.0,39.0839973,-77.1527578,1,5475.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1599,1,1995,5.0,125371133.0,1.0,1.0,32.776474900000004,-79.9310512,1,4745.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1601,2,2007,5.0,125371133.0,1.0,4.0,50.967182,-1.374688,0,5475.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1602,1,2011,5.0,125371133.0,1.0,4.0,42.2000966,-71.42450490000002,1,8760.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1603,1,2007,5.0,125371133.0,1.0,3.0,40.7439905,-74.0323626,1,5110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1606,1,2005,5.0,125371133.0,1.0,1.0,26.3184123,-80.0997657,1,5110.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1609,2,1982,5.0,125371133.0,1.0,14.0,41.775305,-87.64164190000001,0,6935.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1613,1,2009,5.0,125371133.0,1.0,1.0,41.3797788,-83.6300826,1,5840.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1614,1,2008,5.0,125371133.0,1.0,1.0,50.73743,7.0982068,1,5840.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1618,1,1998,5.0,125371133.0,1.0,1.0,-23.4768588,-46.8662018,1,5475.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1621,1,2007,5.0,125371133.0,3.0,2.0,53.2326344,-2.6103158,1,5475.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1623,1,2012,5.0,125371133.0,1.0,4.0,34.2001138,72.05080129999999,1,4745.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1624,1,2004,5.0,125371133.0,1.0,1.0,55.755826,37.6172999,1,5110.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1629,1,2009,5.0,125371133.0,2.0,3.0,43.653226,-79.3831843,1,5840.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1630,2,2007,6.0,125250000.0,5.0,30.0,40.7127753,-74.0059728,0,6205.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1635,1,2001,5.0,125371133.0,1.0,4.0,47.1661672,8.5154946,1,5475.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1637,1,2007,5.0,125371133.0,1.0,4.0,51.5073509,-0.1277583,1,3650.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1638,1,2008,5.0,125371133.0,1.0,1.0,43.653226,-79.3831843,1,5840.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1642,1,2008,5.0,125371133.0,1.0,4.0,22.396428,114.109497,1,5110.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1643,2,2008,5.0,125371133.0,1.0,1.0,37.7749295,-122.4194155,0,9490.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1647,1,1999,5.0,125371133.0,1.0,5.0,19.0759837,72.87765590000001,1,9490.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1650,1,2004,5.0,125371133.0,1.0,10.0,53.34980529999999,-6.2603097000000005,1,5840.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1651,2,2006,6.0,34700000.0,4.0,37.0,37.7749295,-122.4194155,0,7300.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1653,1,2003,5.0,125371133.0,1.0,4.0,38.234501,115.519278,1,6570.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1655,1,2008,5.0,125371133.0,1.0,3.0,52.5200066,13.404954,1,4015.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1656,1,2008,5.0,125371133.0,1.0,4.0,51.9244201,4.4777326,1,5110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1657,1,2009,5.0,125371133.0,1.0,4.0,51.4963341,6.8637765,1,5110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1661,1,2007,5.0,125371133.0,1.0,2.0,40.7127753,-74.0059728,1,5840.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1671,1,2003,4.0,39730000.0,2.0,4.0,32.948333500000004,-96.7298519,1,5110.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1677,1,1999,5.0,125371133.0,1.0,1.0,42.48509310000001,-71.43284,1,7665.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1680,1,1999,5.0,125371133.0,1.0,2.0,37.36883,-122.0363496,1,3650.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1681,1,2009,5.0,125371133.0,2.0,5.0,30.267153000000004,-97.7430608,1,4745.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1686,2,1995,5.0,125371133.0,1.0,6.0,37.4323341,-121.8995741,0,4380.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1688,2,2006,5.0,125371133.0,2.0,9.0,47.6062095,-122.33207079999998,0,5110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1689,3,1998,4.0,125371133.0,1.0,13.0,35.408337200000005,-78.7394297,0,7665.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1690,1,2007,5.0,125371133.0,1.0,3.0,33.6188829,-117.9298493,1,5840.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1692,1,2005,5.0,125371133.0,1.0,2.0,19.0759837,72.87765590000001,1,5110.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1693,1,2010,5.0,125371133.0,3.0,1.0,45.4408474,12.3155151,1,4015.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1694,1,2003,5.0,125371133.0,1.0,8.0,-34.6036844,-58.3815591,1,3650.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1698,1,1999,5.0,125371133.0,1.0,2.0,43.653226,-79.3831843,1,5110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1699,1,2007,5.0,125371133.0,1.0,10.0,37.7749295,-122.4194155,1,4015.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1702,1,2010,5.0,125371133.0,1.0,6.0,30.267153000000004,-97.7430608,1,4745.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1705,1,2005,5.0,125371133.0,1.0,2.0,54.95268000000001,-1.603411,1,12045.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1710,1,2007,5.0,37800000.0,1.0,12.0,42.279286,-71.4161565,1,3650.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1711,1,2005,5.0,125371133.0,1.0,4.0,38.3459963,-0.4906854999999999,1,4015.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1712,1,2000,5.0,125371133.0,1.0,1.0,53.609713600000006,-2.1561,1,4380.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1714,1,2000,5.0,125371133.0,1.0,1.0,47.181845,0.967883,1,6935.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1720,1,2000,5.0,125371133.0,1.0,1.0,7.951933099999999,98.3380884,1,5110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1721,1,2000,5.0,125371133.0,2.0,3.0,51.5073509,-0.1277583,1,5840.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1724,1,2008,5.0,125371133.0,1.0,2.0,41.0082376,28.9783589,1,7665.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1729,1,2007,5.0,125371133.0,1.0,1.0,26.531786600000004,-80.0905465,1,9490.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1730,1,2010,5.0,125371133.0,1.0,4.0,40.7127753,-74.0059728,1,6570.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1731,1,2008,5.0,125371133.0,1.0,1.0,51.5073509,-0.1277583,1,11680.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1736,1,2008,5.0,125371133.0,1.0,2.0,57.149717,-2.094278,1,6205.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1739,1,2001,5.0,125371133.0,2.0,3.0,52.205337,0.121817,1,3650.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1741,1,2009,5.0,125371133.0,1.0,2.0,59.9342802,30.3350986,1,4745.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1742,1,2007,5.0,125371133.0,1.0,4.0,32.715738,-117.1610838,1,5110.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1749,1,2010,5.0,125371133.0,1.0,2.0,41.3850639,2.1734035,1,4015.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1753,1,2006,5.0,125371133.0,1.0,4.0,51.5073509,-0.1277583,1,8760.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1755,1,2010,5.0,125371133.0,1.0,4.0,27.3364347,-82.5306527,1,5840.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1756,1,2000,5.0,125371133.0,1.0,1.0,37.36883,-122.0363496,1,5840.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1758,1,2007,5.0,125371133.0,1.0,3.0,35.1495343,-90.0489801,1,8030.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1760,1,2009,5.0,125371133.0,1.0,5.0,47.497912,19.040235,1,5475.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1766,1,2007,5.0,125371133.0,1.0,2.0,59.9138688,10.7522454,1,4745.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1767,1,2011,5.0,125371133.0,1.0,4.0,13.0826802,80.2707184,1,3650.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1774,1,2000,5.0,125371133.0,1.0,4.0,45.6314478,11.7045103,1,6205.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1776,1,2005,5.0,125371133.0,1.0,6.0,34.1466467,-118.8073729,1,4745.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1777,1,2007,5.0,125371133.0,1.0,1.0,43.16103,-77.61092190000001,1,4745.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1778,1,2002,5.0,125371133.0,1.0,1.0,41.8781136,-87.62979820000001,1,9125.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1779,1,1967,5.0,125371133.0,1.0,5.0,39.934002,-74.8909988,1,4745.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1781,1,2004,5.0,125371133.0,1.0,2.0,41.7605849,-88.3200715,1,4745.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1783,1,2009,5.0,125371133.0,1.0,4.0,37.8718992,-122.2585399,1,3285.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1785,1,1997,5.0,125371133.0,1.0,1.0,43.07305170000001,-89.4012302,1,5840.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1786,1,1979,5.0,125371133.0,1.0,66.0,34.0736204,-118.4003563,1,9490.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1787,2,2007,5.0,125371133.0,4.0,2.0,52.205337,0.121817,0,3650.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1789,1,2008,5.0,125371133.0,1.0,4.0,39.9525839,-75.1652215,1,8030.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1790,2,2007,5.0,125371133.0,1.0,1.0,33.4255104,-111.9400054,0,7300.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1792,2,2007,5.0,125371133.0,1.0,5.0,46.4628333,6.8419192,0,5110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1793,1,2008,5.0,125371133.0,1.0,6.0,47.5595986,7.5885761,1,7665.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
